frame,seconds,midi,note,velocity,instrument,pan
16440,548.000,43,G2,0.6,1,-0.12
16470,549.000,50,D3,0.39,1,-0.12
16500,550.000,76,E5,0.67,0,0.16
16515,550.500,74,D5,0.48,0,0.16
16530,551.000,72,C5,0.67,0,0.16
16545,551.500,72,C5,0.48,0,0.16
16500,550.000,36,C2,0.6,1,-0.12
16530,551.000,43,G2,0.39,1,-0.12
16560,552.000,79,G5,0.67,0,0.16
16575,552.500,76,E5,0.48,0,0.16
16590,553.000,74,D5,0.67,0,0.16
16605,553.500,72,C5,0.48,0,0.16
16560,552.000,36,C2,0.6,1,-0.12
16590,553.000,43,G2,0.39,1,-0.12
16620,554.000,77,F5,0.67,0,0.16
16635,554.500,79,G5,0.48,0,0.16
16650,555.000,81,A5,0.67,0,0.16
16665,555.500,77,F5,0.48,0,0.16
16620,554.000,41,F2,0.6,1,-0.12
16650,555.000,48,C3,0.39,1,-0.12
16680,556.000,79,G5,0.67,0,0.16
16695,556.500,77,F5,0.48,0,0.16
16710,557.000,74,D5,0.67,0,0.16
16725,557.500,79,G5,0.48,0,0.16
16680,556.000,43,G2,0.6,1,-0.12
16710,557.000,50,D3,0.39,1,-0.12
16740,558.000,76,E5,0.67,0,0.16
16755,558.500,74,D5,0.48,0,0.16
16770,559.000,72,C5,0.67,0,0.16
16785,559.500,72,C5,0.48,0,0.16
16740,558.000,36,C2,0.6,1,-0.12
16770,559.000,43,G2,0.39,1,-0.12
16800,560.000,76,E5,0.67,0,0.16
16815,560.500,74,D5,0.48,0,0.16
16830,561.000,72,C5,0.67,0,0.16
16845,561.500,76,E5,0.48,0,0.16
16800,560.000,36,C2,0.6,1,-0.12
16830,561.000,43,G2,0.39,1,-0.12
16860,562.000,77,F5,0.67,0,0.16
16875,562.500,76,E5,0.48,0,0.16
16890,563.000,74,D5,0.67,0,0.16
16905,563.500,72,C5,0.48,0,0.16
16860,562.000,41,F2,0.6,1,-0.12
16890,563.000,48,C3,0.39,1,-0.12
16920,564.000,74,D5,0.67,0,0.16
16935,564.500,76,E5,0.48,0,0.16
16950,565.000,74,D5,0.67,0,0.16
16965,565.500,79,G5,0.48,0,0.16
16920,564.000,43,G2,0.6,1,-0.12
16950,565.000,50,D3,0.39,1,-0.12
16980,566.000,76,E5,0.67,0,0.16
16995,566.500,74,D5,0.48,0,0.16
17010,567.000,72,C5,0.67,0,0.16
17025,567.500,72,C5,0.48,0,0.16
16980,566.000,36,C2,0.6,1,-0.12
17010,567.000,43,G2,0.39,1,-0.12
17040,568.000,79,G5,0.67,0,0.16
17055,568.500,76,E5,0.48,0,0.16
17070,569.000,74,D5,0.67,0,0.16
17085,569.500,72,C5,0.48,0,0.16
17040,568.000,36,C2,0.6,1,-0.12
17070,569.000,43,G2,0.39,1,-0.12
17100,570.000,77,F5,0.67,0,0.16
17115,570.500,79,G5,0.48,0,0.16
17130,571.000,81,A5,0.67,0,0.16
17145,571.500,77,F5,0.48,0,0.16
17100,570.000,41,F2,0.6,1,-0.12
17130,571.000,48,C3,0.39,1,-0.12
17160,572.000,79,G5,0.67,0,0.16
17175,572.500,77,F5,0.48,0,0.16
17190,573.000,74,D5,0.67,0,0.16
17205,573.500,79,G5,0.48,0,0.16
17160,572.000,43,G2,0.6,1,-0.12
17190,573.000,50,D3,0.39,1,-0.12
17220,574.000,76,E5,0.67,0,0.16
17235,574.500,74,D5,0.48,0,0.16
17250,575.000,72,C5,0.67,0,0.16
17265,575.500,72,C5,0.48,0,0.16
17220,574.000,36,C2,0.6,1,-0.12
17250,575.000,43,G2,0.39,1,-0.12
17280,576.000,76,E5,0.67,0,0.16
17295,576.500,74,D5,0.48,0,0.16
17310,577.000,72,C5,0.67,0,0.16
17325,577.500,76,E5,0.48,0,0.16
17280,576.000,36,C2,0.6,1,-0.12
17310,577.000,43,G2,0.39,1,-0.12
17340,578.000,77,F5,0.67,0,0.16
17355,578.500,76,E5,0.48,0,0.16
17370,579.000,74,D5,0.67,0,0.16
17385,579.500,72,C5,0.48,0,0.16
17340,578.000,41,F2,0.6,1,-0.12
17370,579.000,48,C3,0.39,1,-0.12
17400,580.000,74,D5,0.67,0,0.16
17415,580.500,76,E5,0.48,0,0.16
17430,581.000,74,D5,0.67,0,0.16
17445,581.500,79,G5,0.48,0,0.16
17400,580.000,43,G2,0.6,1,-0.12
17430,581.000,50,D3,0.39,1,-0.12
17460,582.000,76,E5,0.67,0,0.16
17475,582.500,74,D5,0.48,0,0.16
17490,583.000,72,C5,0.67,0,0.16
17505,583.500,72,C5,0.48,0,0.16
17460,582.000,36,C2,0.6,1,-0.12
17490,583.000,43,G2,0.39,1,-0.12
17520,584.000,79,G5,0.67,0,0.16
17535,584.500,76,E5,0.48,0,0.16
17550,585.000,74,D5,0.67,0,0.16
17565,585.500,72,C5,0.48,0,0.16
17520,584.000,36,C2,0.6,1,-0.12
17550,585.000,43,G2,0.39,1,-0.12
17580,586.000,77,F5,0.67,0,0.16
17595,586.500,79,G5,0.48,0,0.16
17610,587.000,81,A5,0.67,0,0.16
17625,587.500,77,F5,0.48,0,0.16
17580,586.000,41,F2,0.6,1,-0.12
17610,587.000,48,C3,0.39,1,-0.12
17640,588.000,79,G5,0.67,0,0.16
17655,588.500,77,F5,0.48,0,0.16
17670,589.000,74,D5,0.67,0,0.16
17685,589.500,79,G5,0.48,0,0.16
17640,588.000,43,G2,0.6,1,-0.12
17670,589.000,50,D3,0.39,1,-0.12
17700,590.000,76,E5,0.67,0,0.16
17715,590.500,74,D5,0.48,0,0.16
17730,591.000,72,C5,0.67,0,0.16
17745,591.500,72,C5,0.48,0,0.16
17700,590.000,36,C2,0.6,1,-0.12
17730,591.000,43,G2,0.39,1,-0.12
17760,592.000,76,E5,0.67,0,0.16
17775,592.500,74,D5,0.48,0,0.16
17790,593.000,72,C5,0.67,0,0.16
17805,593.500,76,E5,0.48,0,0.16
17760,592.000,36,C2,0.6,1,-0.12
17790,593.000,43,G2,0.39,1,-0.12
17820,594.000,77,F5,0.67,0,0.16
17835,594.500,76,E5,0.48,0,0.16
17850,595.000,74,D5,0.67,0,0.16
17865,595.500,72,C5,0.48,0,0.16
17820,594.000,41,F2,0.6,1,-0.12
17850,595.000,48,C3,0.39,1,-0.12
17880,596.000,74,D5,0.67,0,0.16
17895,596.500,76,E5,0.48,0,0.16
17910,597.000,74,D5,0.67,0,0.16
17925,597.500,79,G5,0.48,0,0.16
17880,596.000,43,G2,0.6,1,-0.12
17910,597.000,50,D3,0.39,1,-0.12
17940,598.000,76,E5,0.67,0,0.16
17955,598.500,74,D5,0.48,0,0.16
17970,599.000,72,C5,0.67,0,0.16
17985,599.500,72,C5,0.48,0,0.16
17940,598.000,36,C2,0.6,1,-0.12
17970,599.000,43,G2,0.39,1,-0.12
18000,600.000,79,G5,0.67,0,0.16
18015,600.500,76,E5,0.48,0,0.16
18030,601.000,74,D5,0.67,0,0.16
18045,601.500,72,C5,0.48,0,0.16
18000,600.000,36,C2,0.6,1,-0.12
18030,601.000,43,G2,0.39,1,-0.12
18060,602.000,77,F5,0.67,0,0.16
18075,602.500,79,G5,0.48,0,0.16
18090,603.000,81,A5,0.67,0,0.16
18105,603.500,77,F5,0.48,0,0.16
18060,602.000,41,F2,0.6,1,-0.12
18090,603.000,48,C3,0.39,1,-0.12
18120,604.000,79,G5,0.67,0,0.16
18135,604.500,77,F5,0.48,0,0.16
18150,605.000,74,D5,0.67,0,0.16
18165,605.500,79,G5,0.48,0,0.16
18120,604.000,43,G2,0.6,1,-0.12
18150,605.000,50,D3,0.39,1,-0.12
18180,606.000,76,E5,0.67,0,0.16
18195,606.500,74,D5,0.48,0,0.16
18210,607.000,72,C5,0.67,0,0.16
18225,607.500,72,C5,0.48,0,0.16
18180,606.000,36,C2,0.6,1,-0.12
18210,607.000,43,G2,0.39,1,-0.12
18240,608.000,76,E5,0.67,0,0.16
18255,608.500,74,D5,0.48,0,0.16
18270,609.000,72,C5,0.67,0,0.16
18285,609.500,76,E5,0.48,0,0.16
18240,608.000,36,C2,0.6,1,-0.12
18270,609.000,43,G2,0.39,1,-0.12
18300,610.000,77,F5,0.67,0,0.16
18315,610.500,76,E5,0.48,0,0.16
18330,611.000,74,D5,0.67,0,0.16
18345,611.500,72,C5,0.48,0,0.16
18300,610.000,41,F2,0.6,1,-0.12
18330,611.000,48,C3,0.39,1,-0.12
18360,612.000,74,D5,0.67,0,0.16
18375,612.500,76,E5,0.48,0,0.16
18390,613.000,74,D5,0.67,0,0.16
18405,613.500,79,G5,0.48,0,0.16
18360,612.000,43,G2,0.6,1,-0.12
18390,613.000,50,D3,0.39,1,-0.12
18420,614.000,76,E5,0.67,0,0.16
18435,614.500,74,D5,0.48,0,0.16
18450,615.000,72,C5,0.67,0,0.16
18465,615.500,72,C5,0.48,0,0.16
18420,614.000,36,C2,0.6,1,-0.12
18450,615.000,43,G2,0.39,1,-0.12
18480,616.000,79,G5,0.67,0,0.16
18495,616.500,76,E5,0.48,0,0.16
18510,617.000,74,D5,0.67,0,0.16
18525,617.500,72,C5,0.48,0,0.16
18480,616.000,36,C2,0.6,1,-0.12
18510,617.000,43,G2,0.39,1,-0.12
18540,618.000,77,F5,0.67,0,0.16
18555,618.500,79,G5,0.48,0,0.16
18570,619.000,81,A5,0.67,0,0.16
18585,619.500,77,F5,0.48,0,0.16
18540,618.000,41,F2,0.6,1,-0.12
18570,619.000,48,C3,0.39,1,-0.12
18600,620.000,79,G5,0.67,0,0.16
18615,620.500,77,F5,0.48,0,0.16
18630,621.000,74,D5,0.67,0,0.16
18645,621.500,79,G5,0.48,0,0.16
18600,620.000,43,G2,0.6,1,-0.12
18630,621.000,50,D3,0.39,1,-0.12
18660,622.000,76,E5,0.67,0,0.16
18675,622.500,74,D5,0.48,0,0.16
18690,623.000,72,C5,0.67,0,0.16
18705,623.500,72,C5,0.48,0,0.16
18660,622.000,36,C2,0.6,1,-0.12
18690,623.000,43,G2,0.39,1,-0.12
18720,624.000,76,E5,0.67,0,0.16
18735,624.500,74,D5,0.48,0,0.16
18750,625.000,72,C5,0.67,0,0.16
18765,625.500,76,E5,0.48,0,0.16
18720,624.000,36,C2,0.6,1,-0.12
18750,625.000,43,G2,0.39,1,-0.12
18780,626.000,77,F5,0.67,0,0.16
18795,626.500,76,E5,0.48,0,0.16
18810,627.000,74,D5,0.67,0,0.16
18825,627.500,72,C5,0.48,0,0.16
18780,626.000,41,F2,0.6,1,-0.12
18810,627.000,48,C3,0.39,1,-0.12
18840,628.000,74,D5,0.67,0,0.16
18855,628.500,76,E5,0.48,0,0.16
18870,629.000,74,D5,0.67,0,0.16
18885,629.500,79,G5,0.48,0,0.16
18840,628.000,43,G2,0.6,1,-0.12
18870,629.000,50,D3,0.39,1,-0.12
18900,630.000,76,E5,0.67,0,0.16
18915,630.500,74,D5,0.48,0,0.16
18930,631.000,72,C5,0.67,0,0.16
18945,631.500,72,C5,0.48,0,0.16
18900,630.000,36,C2,0.6,1,-0.12
18930,631.000,43,G2,0.39,1,-0.12
18960,632.000,79,G5,0.67,0,0.16
18975,632.500,76,E5,0.48,0,0.16
18990,633.000,74,D5,0.67,0,0.16
19005,633.500,72,C5,0.48,0,0.16
18960,632.000,36,C2,0.6,1,-0.12
18990,633.000,43,G2,0.39,1,-0.12
19020,634.000,77,F5,0.67,0,0.16
19035,634.500,79,G5,0.48,0,0.16
19050,635.000,81,A5,0.67,0,0.16
19065,635.500,77,F5,0.48,0,0.16
19020,634.000,41,F2,0.6,1,-0.12
19050,635.000,48,C3,0.39,1,-0.12
19080,636.000,79,G5,0.67,0,0.16
19095,636.500,77,F5,0.48,0,0.16
19110,637.000,74,D5,0.67,0,0.16
19125,637.500,79,G5,0.48,0,0.16
19080,636.000,43,G2,0.6,1,-0.12
19110,637.000,50,D3,0.39,1,-0.12
19140,638.000,76,E5,0.67,0,0.16
19155,638.500,74,D5,0.48,0,0.16
19170,639.000,72,C5,0.67,0,0.16
19185,639.500,72,C5,0.48,0,0.16
19140,638.000,36,C2,0.6,1,-0.12
19170,639.000,43,G2,0.39,1,-0.12
19200,640.000,76,E5,0.67,0,0.16
19215,640.500,74,D5,0.48,0,0.16
19230,641.000,72,C5,0.67,0,0.16
19245,641.500,76,E5,0.48,0,0.16
19200,640.000,36,C2,0.6,1,-0.12
19230,641.000,43,G2,0.39,1,-0.12
19260,642.000,77,F5,0.67,0,0.16
19275,642.500,76,E5,0.48,0,0.16
19290,643.000,74,D5,0.67,0,0.16
19305,643.500,72,C5,0.48,0,0.16
19260,642.000,41,F2,0.6,1,-0.12
19290,643.000,48,C3,0.39,1,-0.12
19320,644.000,74,D5,0.67,0,0.16
19335,644.500,76,E5,0.48,0,0.16
19350,645.000,74,D5,0.67,0,0.16
19365,645.500,79,G5,0.48,0,0.16
19320,644.000,43,G2,0.6,1,-0.12
19350,645.000,50,D3,0.39,1,-0.12
19380,646.000,76,E5,0.67,0,0.16
19395,646.500,74,D5,0.48,0,0.16
19410,647.000,72,C5,0.67,0,0.16
19425,647.500,72,C5,0.48,0,0.16
19380,646.000,36,C2,0.6,1,-0.12
19410,647.000,43,G2,0.39,1,-0.12
19440,648.000,79,G5,0.67,0,0.16
19455,648.500,76,E5,0.48,0,0.16
19470,649.000,74,D5,0.67,0,0.16
19485,649.500,72,C5,0.48,0,0.16
19440,648.000,36,C2,0.6,1,-0.12
19470,649.000,43,G2,0.39,1,-0.12
19500,650.000,77,F5,0.67,0,0.16
19515,650.500,79,G5,0.48,0,0.16
19530,651.000,81,A5,0.67,0,0.16
19545,651.500,77,F5,0.48,0,0.16
19500,650.000,41,F2,0.6,1,-0.12
19530,651.000,48,C3,0.39,1,-0.12
19560,652.000,79,G5,0.67,0,0.16
19575,652.500,77,F5,0.48,0,0.16
19590,653.000,74,D5,0.67,0,0.16
19605,653.500,79,G5,0.48,0,0.16
19560,652.000,43,G2,0.6,1,-0.12
19590,653.000,50,D3,0.39,1,-0.12
19620,654.000,76,E5,0.67,0,0.16
19635,654.500,74,D5,0.48,0,0.16
19650,655.000,72,C5,0.67,0,0.16
19665,655.500,72,C5,0.48,0,0.16
19620,654.000,36,C2,0.6,1,-0.12
19650,655.000,43,G2,0.39,1,-0.12
19680,656.000,76,E5,0.67,0,0.16
19695,656.500,74,D5,0.48,0,0.16
19710,657.000,72,C5,0.67,0,0.16
19725,657.500,76,E5,0.48,0,0.16
19680,656.000,36,C2,0.6,1,-0.12
19710,657.000,43,G2,0.39,1,-0.12
19740,658.000,77,F5,0.67,0,0.16
19755,658.500,76,E5,0.48,0,0.16
19770,659.000,74,D5,0.67,0,0.16
19785,659.500,72,C5,0.48,0,0.16
19740,658.000,41,F2,0.6,1,-0.12
19770,659.000,48,C3,0.39,1,-0.12
19800,660.000,74,D5,0.67,0,0.16
19815,660.500,76,E5,0.48,0,0.16
19830,661.000,74,D5,0.67,0,0.16
19845,661.500,79,G5,0.48,0,0.16
19800,660.000,43,G2,0.6,1,-0.12
19830,661.000,50,D3,0.39,1,-0.12
19860,662.000,76,E5,0.67,0,0.16
19875,662.500,74,D5,0.48,0,0.16
19890,663.000,72,C5,0.67,0,0.16
19905,663.500,72,C5,0.48,0,0.16
19860,662.000,36,C2,0.6,1,-0.12
19890,663.000,43,G2,0.39,1,-0.12
19920,664.000,79,G5,0.67,0,0.16
19935,664.500,76,E5,0.48,0,0.16
19950,665.000,74,D5,0.67,0,0.16
19965,665.500,72,C5,0.48,0,0.16
19920,664.000,36,C2,0.6,1,-0.12
19950,665.000,43,G2,0.39,1,-0.12
19980,666.000,77,F5,0.67,0,0.16
19995,666.500,79,G5,0.48,0,0.16
20010,667.000,81,A5,0.67,0,0.16
20025,667.500,77,F5,0.48,0,0.16
19980,666.000,41,F2,0.6,1,-0.12
20010,667.000,48,C3,0.39,1,-0.12
20040,668.000,79,G5,0.67,0,0.16
20055,668.500,77,F5,0.48,0,0.16
20070,669.000,74,D5,0.67,0,0.16
20085,669.500,79,G5,0.48,0,0.16
20040,668.000,43,G2,0.6,1,-0.12
20070,669.000,50,D3,0.39,1,-0.12
20100,670.000,76,E5,0.67,0,0.16
20115,670.500,74,D5,0.48,0,0.16
20130,671.000,72,C5,0.67,0,0.16
20145,671.500,72,C5,0.48,0,0.16
20100,670.000,36,C2,0.6,1,-0.12
20130,671.000,43,G2,0.39,1,-0.12
20160,672.000,76,E5,0.67,0,0.16
20175,672.500,74,D5,0.48,0,0.16
20190,673.000,72,C5,0.67,0,0.16
20205,673.500,76,E5,0.48,0,0.16
20160,672.000,36,C2,0.6,1,-0.12
20190,673.000,43,G2,0.39,1,-0.12
20220,674.000,77,F5,0.67,0,0.16
20235,674.500,76,E5,0.48,0,0.16
20250,675.000,74,D5,0.67,0,0.16
20265,675.500,72,C5,0.48,0,0.16
20220,674.000,41,F2,0.6,1,-0.12
20250,675.000,48,C3,0.39,1,-0.12
20280,676.000,74,D5,0.67,0,0.16
20295,676.500,76,E5,0.48,0,0.16
20310,677.000,74,D5,0.67,0,0.16
20325,677.500,79,G5,0.48,0,0.16
20280,676.000,43,G2,0.6,1,-0.12
20310,677.000,50,D3,0.39,1,-0.12
20340,678.000,76,E5,0.67,0,0.16
20355,678.500,74,D5,0.48,0,0.16
20370,679.000,72,C5,0.67,0,0.16
20385,679.500,72,C5,0.48,0,0.16
20340,678.000,36,C2,0.6,1,-0.12
20370,679.000,43,G2,0.39,1,-0.12
20400,680.000,79,G5,0.67,0,0.16
20415,680.500,76,E5,0.48,0,0.16
20430,681.000,74,D5,0.67,0,0.16
20445,681.500,72,C5,0.48,0,0.16
20400,680.000,36,C2,0.6,1,-0.12
20430,681.000,43,G2,0.39,1,-0.12
20460,682.000,77,F5,0.67,0,0.16
20475,682.500,79,G5,0.48,0,0.16
20490,683.000,81,A5,0.67,0,0.16
20505,683.500,77,F5,0.48,0,0.16
20460,682.000,41,F2,0.6,1,-0.12
20490,683.000,48,C3,0.39,1,-0.12
20520,684.000,79,G5,0.67,0,0.16
20535,684.500,77,F5,0.48,0,0.16
20550,685.000,74,D5,0.67,0,0.16
20565,685.500,79,G5,0.48,0,0.16
20520,684.000,43,G2,0.6,1,-0.12
20550,685.000,50,D3,0.39,1,-0.12
20580,686.000,76,E5,0.67,0,0.16
20595,686.500,74,D5,0.48,0,0.16
20610,687.000,72,C5,0.67,0,0.16
20625,687.500,72,C5,0.48,0,0.16
20580,686.000,36,C2,0.6,1,-0.12
20610,687.000,43,G2,0.39,1,-0.12
20640,688.000,76,E5,0.67,0,0.16
20655,688.500,74,D5,0.48,0,0.16
20670,689.000,72,C5,0.67,0,0.16
20685,689.500,76,E5,0.48,0,0.16
20640,688.000,36,C2,0.6,1,-0.12
20670,689.000,43,G2,0.39,1,-0.12
20700,690.000,77,F5,0.67,0,0.16
20715,690.500,76,E5,0.48,0,0.16
20730,691.000,74,D5,0.67,0,0.16
20745,691.500,72,C5,0.48,0,0.16
20700,690.000,41,F2,0.6,1,-0.12
20730,691.000,48,C3,0.39,1,-0.12
20760,692.000,74,D5,0.67,0,0.16
20775,692.500,76,E5,0.48,0,0.16
20790,693.000,74,D5,0.67,0,0.16
20805,693.500,79,G5,0.48,0,0.16
20760,692.000,43,G2,0.6,1,-0.12
20790,693.000,50,D3,0.39,1,-0.12
20820,694.000,76,E5,0.67,0,0.16
20835,694.500,74,D5,0.48,0,0.16
20850,695.000,72,C5,0.67,0,0.16
20865,695.500,72,C5,0.48,0,0.16
20820,694.000,36,C2,0.6,1,-0.12
20850,695.000,43,G2,0.39,1,-0.12
20880,696.000,79,G5,0.67,0,0.16
20895,696.500,76,E5,0.48,0,0.16
20910,697.000,74,D5,0.67,0,0.16
20925,697.500,72,C5,0.48,0,0.16
20880,696.000,36,C2,0.6,1,-0.12
20910,697.000,43,G2,0.39,1,-0.12
20940,698.000,77,F5,0.67,0,0.16
20955,698.500,79,G5,0.48,0,0.16
20970,699.000,81,A5,0.67,0,0.16
20985,699.500,77,F5,0.48,0,0.16
20940,698.000,41,F2,0.6,1,-0.12
20970,699.000,48,C3,0.39,1,-0.12
21000,700.000,79,G5,0.67,0,0.16
21015,700.500,77,F5,0.48,0,0.16
21030,701.000,74,D5,0.67,0,0.16
21045,701.500,79,G5,0.48,0,0.16
21000,700.000,43,G2,0.6,1,-0.12
21030,701.000,50,D3,0.39,1,-0.12
21060,702.000,76,E5,0.67,0,0.16
21075,702.500,74,D5,0.48,0,0.16
21090,703.000,72,C5,0.67,0,0.16
21105,703.500,72,C5,0.48,0,0.16
21060,702.000,36,C2,0.6,1,-0.12
21090,703.000,43,G2,0.39,1,-0.12
21120,704.000,76,E5,0.67,0,0.16
21135,704.500,74,D5,0.48,0,0.16
21150,705.000,72,C5,0.67,0,0.16
21165,705.500,76,E5,0.48,0,0.16
21120,704.000,36,C2,0.6,1,-0.12
21150,705.000,43,G2,0.39,1,-0.12
21180,706.000,77,F5,0.67,0,0.16
21195,706.500,76,E5,0.48,0,0.16
21210,707.000,74,D5,0.67,0,0.16
21225,707.500,72,C5,0.48,0,0.16
21180,706.000,41,F2,0.6,1,-0.12
21210,707.000,48,C3,0.39,1,-0.12
21240,708.000,74,D5,0.67,0,0.16
21255,708.500,76,E5,0.48,0,0.16
21270,709.000,74,D5,0.67,0,0.16
21285,709.500,79,G5,0.48,0,0.16
21240,708.000,43,G2,0.6,1,-0.12
21270,709.000,50,D3,0.39,1,-0.12
21300,710.000,76,E5,0.67,0,0.16
21315,710.500,74,D5,0.48,0,0.16
21330,711.000,72,C5,0.67,0,0.16
21345,711.500,72,C5,0.48,0,0.16
21300,710.000,36,C2,0.6,1,-0.12
21330,711.000,43,G2,0.39,1,-0.12
21360,712.000,79,G5,0.67,0,0.16
21375,712.500,76,E5,0.48,0,0.16
21390,713.000,74,D5,0.67,0,0.16
21405,713.500,72,C5,0.48,0,0.16
21360,712.000,36,C2,0.6,1,-0.12
21390,713.000,43,G2,0.39,1,-0.12
21420,714.000,77,F5,0.67,0,0.16
21435,714.500,79,G5,0.48,0,0.16
21450,715.000,81,A5,0.67,0,0.16
21465,715.500,77,F5,0.48,0,0.16
21420,714.000,41,F2,0.6,1,-0.12
21450,715.000,48,C3,0.39,1,-0.12
21480,716.000,79,G5,0.67,0,0.16
21495,716.500,77,F5,0.48,0,0.16
21510,717.000,74,D5,0.67,0,0.16
21525,717.500,79,G5,0.48,0,0.16
21480,716.000,43,G2,0.6,1,-0.12
21510,717.000,50,D3,0.39,1,-0.12
21540,718.000,76,E5,0.67,0,0.16
21555,718.500,74,D5,0.48,0,0.16
21570,719.000,72,C5,0.67,0,0.16
21585,719.500,72,C5,0.48,0,0.16
21540,718.000,36,C2,0.6,1,-0.12
21570,719.000,43,G2,0.39,1,-0.12
21600,720.000,76,E5,0.67,0,0.16
21615,720.500,74,D5,0.48,0,0.16
21630,721.000,72,C5,0.67,0,0.16
21645,721.500,76,E5,0.48,0,0.16
21600,720.000,36,C2,0.6,1,-0.12
21630,721.000,43,G2,0.39,1,-0.12
21660,722.000,77,F5,0.67,0,0.16
21675,722.500,76,E5,0.48,0,0.16
21690,723.000,74,D5,0.67,0,0.16
21705,723.500,72,C5,0.48,0,0.16
21660,722.000,41,F2,0.6,1,-0.12
21690,723.000,48,C3,0.39,1,-0.12
21720,724.000,74,D5,0.67,0,0.16
21735,724.500,76,E5,0.48,0,0.16
21750,725.000,74,D5,0.67,0,0.16
21765,725.500,79,G5,0.48,0,0.16
21720,724.000,43,G2,0.6,1,-0.12
21750,725.000,50,D3,0.39,1,-0.12
21780,726.000,76,E5,0.67,0,0.16
21795,726.500,74,D5,0.48,0,0.16
21810,727.000,72,C5,0.67,0,0.16
21825,727.500,72,C5,0.48,0,0.16
21780,726.000,36,C2,0.6,1,-0.12
21810,727.000,43,G2,0.39,1,-0.12
21840,728.000,79,G5,0.67,0,0.16
21855,728.500,76,E5,0.48,0,0.16
21870,729.000,74,D5,0.67,0,0.16
21885,729.500,72,C5,0.48,0,0.16
21840,728.000,36,C2,0.6,1,-0.12
21870,729.000,43,G2,0.39,1,-0.12
21900,730.000,77,F5,0.67,0,0.16
21915,730.500,79,G5,0.48,0,0.16
21930,731.000,81,A5,0.67,0,0.16
21945,731.500,77,F5,0.48,0,0.16
21900,730.000,41,F2,0.6,1,-0.12
21930,731.000,48,C3,0.39,1,-0.12
21960,732.000,79,G5,0.67,0,0.16
21975,732.500,77,F5,0.48,0,0.16
21990,733.000,74,D5,0.67,0,0.16
22005,733.500,79,G5,0.48,0,0.16
21960,732.000,43,G2,0.6,1,-0.12
21990,733.000,50,D3,0.39,1,-0.12
22020,734.000,76,E5,0.67,0,0.16
22035,734.500,74,D5,0.48,0,0.16
22050,735.000,72,C5,0.67,0,0.16
22065,735.500,72,C5,0.48,0,0.16
22020,734.000,36,C2,0.6,1,-0.12
22050,735.000,43,G2,0.39,1,-0.12
22080,736.000,76,E5,0.67,0,0.16
22095,736.500,74,D5,0.48,0,0.16
22110,737.000,72,C5,0.67,0,0.16
22125,737.500,76,E5,0.48,0,0.16
22080,736.000,36,C2,0.6,1,-0.12
22110,737.000,43,G2,0.39,1,-0.12
22140,738.000,77,F5,0.67,0,0.16
22155,738.500,76,E5,0.48,0,0.16
22170,739.000,74,D5,0.67,0,0.16
22185,739.500,72,C5,0.48,0,0.16
22140,738.000,41,F2,0.6,1,-0.12
22170,739.000,48,C3,0.39,1,-0.12
22200,740.000,74,D5,0.67,0,0.16
22215,740.500,76,E5,0.48,0,0.16
22230,741.000,74,D5,0.67,0,0.16
22245,741.500,79,G5,0.48,0,0.16
22200,740.000,43,G2,0.6,1,-0.12
22230,741.000,50,D3,0.39,1,-0.12
22260,742.000,76,E5,0.67,0,0.16
22275,742.500,74,D5,0.48,0,0.16
22290,743.000,72,C5,0.67,0,0.16
22305,743.500,72,C5,0.48,0,0.16
22260,742.000,36,C2,0.6,1,-0.12
22290,743.000,43,G2,0.39,1,-0.12
22320,744.000,79,G5,0.67,0,0.16
22335,744.500,76,E5,0.48,0,0.16
22350,745.000,74,D5,0.67,0,0.16
22365,745.500,72,C5,0.48,0,0.16
22320,744.000,36,C2,0.6,1,-0.12
22350,745.000,43,G2,0.39,1,-0.12
22380,746.000,77,F5,0.67,0,0.16
22395,746.500,79,G5,0.48,0,0.16
22410,747.000,81,A5,0.67,0,0.16
22425,747.500,77,F5,0.48,0,0.16
22380,746.000,41,F2,0.6,1,-0.12
22410,747.000,48,C3,0.39,1,-0.12
22440,748.000,79,G5,0.67,0,0.16
22455,748.500,77,F5,0.48,0,0.16
22470,749.000,74,D5,0.67,0,0.16
22485,749.500,79,G5,0.48,0,0.16
22440,748.000,43,G2,0.6,1,-0.12
22470,749.000,50,D3,0.39,1,-0.12
22500,750.000,76,E5,0.67,0,0.16
22515,750.500,74,D5,0.48,0,0.16
22530,751.000,72,C5,0.67,0,0.16
22545,751.500,72,C5,0.48,0,0.16
22500,750.000,36,C2,0.6,1,-0.12
22530,751.000,43,G2,0.39,1,-0.12
22560,752.000,76,E5,0.67,0,0.16
22575,752.500,74,D5,0.48,0,0.16
22590,753.000,72,C5,0.67,0,0.16
22605,753.500,76,E5,0.48,0,0.16
22560,752.000,36,C2,0.6,1,-0.12
22590,753.000,43,G2,0.39,1,-0.12
22620,754.000,77,F5,0.67,0,0.16
22635,754.500,76,E5,0.48,0,0.16
22650,755.000,74,D5,0.67,0,0.16
22665,755.500,72,C5,0.48,0,0.16
22620,754.000,41,F2,0.6,1,-0.12
22650,755.000,48,C3,0.39,1,-0.12
22680,756.000,74,D5,0.67,0,0.16
22695,756.500,76,E5,0.48,0,0.16
22710,757.000,74,D5,0.67,0,0.16
22725,757.500,79,G5,0.48,0,0.16
22680,756.000,43,G2,0.6,1,-0.12
